FIPS,State,County,Average Life Expectancy (years),Days of Poor Physical Health (days/month),Days of Poor Mental Health (days/month),Students Graduating from High School (%),Some College (%),Children in Poverty (%),Limited Access to Healthy Foods (%),Physically Inactive (%),Insufficient Sleep (%),"Primary Care Doctor Rate (doctors/100,000)","Mental Health Providers (providers/ 100,000)",Median Household Income ($),Homeowners (%),Rural Living (%),Non-Hispanic Black (%),Asian (%),Hispanic (%),Non-Hispanic White (%),Population,"Motor Vehicle Death Rate (deaths/100,000 people)","Drug Overdose Death Rate (deaths/100,000 people)",Broadband Access (%),Teen Birth Rate (births/per teens),"Firearm Death Rate (deaths/ 100,000 people)","Juvenile Arrest Rate (arrests/ 1,000 juveniles)",Severe Housing Problems (%),Proficient in English (%),Air Pollution (fine particulate matter in micrograms/cubic meter of air),Smokers (%),Youth Not in School or Employment (%),Income Level,Income Level – State,Mostly Rural,Majority Minority
51610,VA,Falls Church City,80.6,2.5,3.3,98.0,92,3.0,,17,31,44.0,194.0,160305.0,59,0.0,4.0,10.1,10.9,71.2,14631,,,95,4.0,,,16,3,8.6,9,,high,high,No,No
51620,VA,Franklin City,69.9,4.7,5.0,93.0,50,31.0,27.0,35,43,9.0,13.0,47223.0,56,3.3,55.1,1.0,2.8,38.4,7833,,,79,38.0,,34.0,18,0,6.8,22,,low,low,No,Yes
51630,VA,Fredericksburg City,77.5,3.9,4.4,76.0,70,19.0,4.0,28,39,41.0,218.0,72437.0,40,1.2,22.9,3.1,11.5,58.1,29492,16.0,32.0,88,13.0,20.0,72.0,20,3,7.8,16,,high,high,No,No
51640,VA,Galax City,67.3,5.4,5.5,83.0,50,29.0,4.0,37,40,,46.0,40271.0,68,13.7,5.9,1.0,16.6,73.9,6296,,,75,40.0,,67.0,15,4,7.0,24,,low,low,No,No
51650,VA,Hampton City,76.2,4.1,4.6,87.0,67,21.0,7.0,30,42,56.0,463.0,53719.0,57,0.2,49.9,2.6,6.4,36.9,135464,102.0,120.0,85,19.0,125.0,55.0,19,1,6.1,19,,low,low,No,Yes
51660,VA,Harrisonburg City,79.4,4.6,4.8,88.0,59,17.0,1.0,33,39,72.0,278.0,52159.0,41,0.0,7.9,4.6,20.7,64.3,53204,17.0,20.0,80,9.0,22.0,46.0,24,7,7.1,18,,low,low,No,No
51670,VA,Hopewell City,70.2,5.1,5.2,80.0,53,29.0,14.0,37,45,9.0,32.0,41792.0,47,0.0,42.5,1.8,9.0,43.1,22375,22.0,40.0,81,45.0,34.0,100.0,20,1,7.8,24,,low,low,No,Yes
51678,VA,Lexington City,74.9,4.4,4.9,,80,10.0,2.0,29,39,,50.0,63580.0,55,0.0,8.2,3.0,3.7,82.2,7279,,,81,4.0,,,19,0,6.7,19,,high,high,No,No
51680,VA,Lynchburg City,75.3,4.3,4.8,80.0,73,21.0,8.0,29,40,109.0,458.0,56089.0,50,2.7,27.8,2.8,4.7,62.0,81561,51.0,48.0,85,13.0,46.0,61.0,17,1,6.4,19,,high,low,No,No
51683,VA,Manassas City,78.0,3.8,4.0,74.0,55,14.0,2.0,29,38,39.0,152.0,87804.0,69,0.0,13.4,6.6,38.7,38.7,40869,24.0,33.0,93,40.0,15.0,63.0,19,12,8.2,15,,high,high,No,Yes
51685,VA,Manassas Park City,91.6,3.7,3.9,86.0,47,11.0,10.0,29,38,,,82255.0,61,0.0,14.1,11.8,41.6,30.2,18004,,,93,,,28.0,19,11,8.2,14,,high,high,No,Yes
51690,VA,Martinsville City,67.2,4.8,5.1,88.0,63,31.0,14.0,35,44,1.0,61.0,35715.0,56,0.0,45.9,1.2,7.0,43.4,12355,16.0,23.0,77,58.0,16.0,53.0,16,2,7.8,22,,low,low,No,Yes
51700,VA,Newport News City,75.7,4.2,4.6,90.0,69,20.0,7.0,31,44,99.0,321.0,60048.0,48,0.0,41.0,3.4,9.8,41.6,179062,116.0,143.0,80,22.0,188.0,44.0,19,1,7.1,19,6.0,high,high,No,Yes
51710,VA,Norfolk City,75.2,4.3,4.6,79.0,70,27.0,8.0,29,39,248.0,589.0,51401.0,43,0.0,40.2,3.9,8.9,43.2,242803,142.0,177.0,85,26.0,265.0,43.0,22,2,6.6,19,5.0,low,low,No,Yes
